campaign_id,campaign_name,campaign_type,budget,spend,impressions,clicks,leads_generated,conversions,ROI,start_date,end_date
CMP00206,Q4 Google Ads Convert 2024 #206,Google Ads,67113.58,59977.99,229184,8450,1165,159,930.61,2023-09-27,2023-10-20
CMP00207,Retargeting Email Engage 2026 #207,Email,13656.12,13245.14,373135,8287,2615,163,7358.63,2024-01-15,2028-03-05
CMP00208,Spring Events Accelerate 2026 #208,Events,189304.96,168128.94,103880,26495,8824,3727,,2025-09-14,2027-09-12
CMP00209,Retargeting Referral Convert 2025 #209,Referral,6095.81,4482.19,204662,14383,4191,1486,473290.77,2025-07-25,2025-10-22
CMP00210,Q3 Events Drive 2025 #210,Events,32761.37,21991.43,121556,28587,10046,3819,151207.53,2023-01-30,2023-02-21
CMP00211,Awareness Email Engage 2026 #211,Email,11174.97,8757.09,263743,4790,700,125,13411.66,2024-09-14,2024-10-27
CMP00212,Retargeting Referral Accelerate 2025 #212,Referral,1259.14,1162.88,56464,5984,1804,544,450367.39,2025-09-16,2025-11-15
CMP00213,Q1 Webinar Accelerate 2023 #213,Webinar,13757.48,9084.74,164421,31133,11486,2271,158819.46,2024-06-27,2024-09-24
CMP00214,Spring Webinar Maximize 2024 #214,Webinar,7073.64,6414.33,307378,40800,5321,1122,203917.52,2024-04-14,2024-05-24
CMP00215,Retargeting LinkedIn Convert 2023 #215,LinkedIn,14259.94,12386.3,398207,2443,277,23,1644.85,2025-02-01,2025-04-18
CMP00216,Winter Organic Accelerate 2025 #216,Organic,4733.6,4451.47,384241,18475,3648,352,115772.6,2024-11-11,2024-12-13
CMP00217,Q1 Referral Maximize 2026 #217,Referral,7766.98,7238.59,291161,22095,5616,793,147693.81,2025-11-09,2026-01-04
CMP00218,Retargeting Events Accelerate 2025 #218,Events,98626.66,76406.5,144300,25407,4881,1637,30878.18,2022-06-27,2022-09-22
CMP00219,Launch Events Convert 2026 #219,Events,68386.99,46095.86,358514,68074,11563,3048,69500.58,2025-07-17,2025-08-10
CMP00220,Launch Events Accelerate 2026 #220,Events,85939.01,67465.84,14988,2972,798,295,2382.74,2025-10-13,2025-12-22
CMP00221,Spring LinkedIn Maximize 2025 #221,LinkedIn,44879.64,42810.4,167173,1070,331,18,201.24,2025-12-02,2026-02-23
CMP00222,Awareness Webinar Drive 2023 #222,Webinar,21453.64,19748.93,474238,91896,9930,1968,,2025-07-15,2025-08-10
CMP00223,Launch LinkedIn Grow 2024 #223,LinkedIn,12146.8,11177.54,91553,764,275,32,1180.79,2022-02-14,2022-05-14
CMP00224,Launch Organic Accelerate 2025 #224,Organic,2619.38,2142.14,485448,29299,5184,852,267717.98,2025-07-29,2025-10-08
CMP00225,Q4 Email Maximize 2026 #225,Email,7071.72,4404.9,328397,8321,1847,308,54324.06,2025-04-01,2025-06-29
CMP00226,Retargeting Email Grow 2024 #226,Email,12910.96,8251.07,437412,8641,3123,284,22184.34,2023-10-26,2023-11-08
CMP00227,Q4 Referral Grow 2023 #227,Referral,1746.71,1662.66,215249,19492,4731,1128,,2024-10-13,2024-10-24
CMP00228,Nurture Referral Convert 2024 #228,Referral,6414.19,5654.84,84720,10937,2471,554,120893.84,2023-02-02,2023-03-12
CMP00229,ABM Referral Accelerate 2026 #229,Referral,6497.15,4766.6,398491,36548,4676,1752,167658.04,2025-08-03,2025-08-20
CMP00230,Fall Referral Drive 2023 #230,Referral,8017.72,6811.63,92247,10759,3988,957,175472.13,2022-04-16,2022-07-02
CMP00231,Spring Events Boost 2026 #231,Events,116499.43,81210.64,63171,13093,4470,1437,12195.41,2023-02-03,2023-02-15
CMP00232,Q3 Events Engage 2026 #232,Events,22244.21,14403.3,278381,43580,13436,4223,335030.94,2023-12-20,2024-01-14
CMP00233,Launch Webinar Accelerate 2026 #233,Webinar,9622.26,8711.29,176851,22709,4514,569,83897.34,2024-02-09,2024-03-26
CMP00234,Retargeting Events Maximize 2026 #234,Events,123859.29,113634.93,456185,114388,40889,10756,100742.5,2024-11-17,2025-01-09
CMP00235,ABM Google Ads Engage 2026 #235,Google Ads,-68403.89,59590.34,384013,10598,3535,444,7778.07,2023-02-09,2023-03-02
CMP00236,Q3 Organic Drive 2026 #236,Organic,921.52,555.23,148036,7646,1167,228,492742.9,2025-01-10,2025-03-19
CMP00237,Q2 Referral Convert 2026 #237,Referral,2300.43,1955.08,379349,28207,9173,1335,824213.41,2022-05-11,2022-07-06
CMP00238,Q2 Email Grow 2026 #238,Email,3732.73,3236.46,91766,1786,198,30,7256.18,2023-05-09,2023-06-20
CMP00239,Launch Email Boost 2023 #239,Email,4945.93,4008.0,434256,10928,3175,396,140879.43,2023-03-03,2023-03-21
CMP00240,Q3 Email Boost 2025 #240,Email,-6135.31,4009.56,176982,3418,1142,97,16556.16,2025-05-02,2025-06-26
CMP00241,Awareness Email Boost 2026 #241,Email,3667.13,2509.66,299137,6182,1852,161,83660.23,2022-12-12,2023-01-08
CMP00242,Winter Google Ads Accelerate 2025 #242,Google Ads,46019.97,35876.43,349373,10954,3749,244,3572.67,2023-07-13,2023-08-13
CMP00243,Winter Events Scale 2025 #243,Events,195613.23,127799.55,84271,17556,3937,935,8285.08,2023-01-29,2023-04-01
CMP00244,Launch Events Engage 2024 #244,Events,114834.88,112907.62,315174,51219,7002,2203,7490.42,2023-04-01,2023-05-22
CMP00245,Nurture Google Ads Boost 2025 #245,Google Ads,92081.34,80440.27,14778,480,121,16,154.84,2024-02-06,2024-02-28
CMP00246,Q3 Webinar Boost 2023 #246,Webinar,6163.04,4703.27,240210,34429,5141,1104,153130.43,2022-06-25,2022-09-08
CMP00247,Fall Email Boost 2026 #247,Email,14779.9,10422.05,196192,5598,1967,179,12036.0,2023-11-20,2023-12-31
CMP00248,Q3 Referral Drive 2024 #248,Referral,-5695.82,3919.01,445369,51664,5346,1080,328537.12,2023-08-03,2023-09-19
CMP00249,Q1 Organic Accelerate 2025 #249,Organic,4329.54,3016.92,282076,14096,3508,490,127096.98,2025-07-05,2025-08-10
CMP00250,Winter Organic Engage 2024 #250,Organic,1880.9,1177.37,470099,21500,5160,983,502629.25,2022-11-16,2022-12-24
CMP00251,Winter LinkedIn Drive 2026 #251,LinkedIn,29561.03,27209.77,111456,786,282,15,371.15,2023-10-02,2027-07-22
CMP00252,ABM Organic Grow 2023 #252,Organic,2377.74,2160.48,363644,18823,5351,607,293300.98,2024-04-26,2024-07-23
CMP00253,Nurture Referral Maximize 2025 #253,Referral,2492.04,2206.19,364767,35989,8303,1680,356193.38,2025-09-10,2025-11-18
CMP00254,Fall Webinar Boost 2025 #254,Webinar,10678.68,9949.29,139321,23163,2787,677,58969.69,2025-11-13,2025-12-23
CMP00255,Summer LinkedIn Scale 2025 #255,LinkedIn,39772.39,38134.71,400630,3215,612,50,867.99,2022-07-07,2022-08-28
CMP00256,Awareness Referral Accelerate 2025 #256,Referral,7737.08,5450.46,270928,26816,7814,2389,403566.22,2022-09-11,2028-01-17
CMP00257,Summer Events Maximize 2026 #257,Events,170114.91,107899.26,410347,70940,8417,2857,23156.93,2023-05-17,2023-06-19
CMP00258,Q1 Referral Accelerate 2025 #258,Referral,8509.2,6374.87,348760,28304,5632,815,49285.89,2025-12-27,2026-01-13
CMP00259,Launch Google Ads Accelerate 2026 #259,Google Ads,43463.22,35369.85,31901,1184,206,30,1033.75,2023-12-24,2024-02-28
CMP00260,Spring Webinar Boost 2026 #260,Webinar,24074.77,14990.71,484348,54596,8656,2098,162546.27,2024-01-17,2024-03-04
CMP00261,Retargeting Organic Convert 2026 #261,Organic,912.25,651.43,233898,11581,3253,466,717771.17,2022-03-08,2022-05-31
CMP00262,Nurture LinkedIn Boost 2024 #262,LinkedIn,25759.63,23201.38,421913,3560,971,74,2667.99,2023-09-29,2023-12-21
CMP00263,Q3 Google Ads Accelerate 2026 #263,Google Ads,59873.99,41863.53,216971,6485,680,53,1552.62,2025-03-11,2025-05-14
CMP00264,ABM Referral Convert 2026 #264,Referral,9628.62,8690.9,168881,18062,7167,1737,98093.57,2025-04-11,2025-04-30
CMP00265,Q3 Organic Drive 2023 #265,Organic,2046.62,1521.65,478615,30498,5894,485,,2024-11-05,2024-12-27
CMP00266,Launch Webinar Maximize 2025 #266,Webinar,13518.51,13084.61,472325,90596,23309,2946,187925.69,2025-12-04,2026-01-06
CMP00267,Summer Events Grow 2023 #267,Events,168837.12,105692.72,208824,30062,11179,2138,15890.46,2024-07-11,2028-01-07
CMP00268,Launch Referral Maximize 2024 #268,Referral,6815.2,4368.12,455214,49417,18183,4036,754880.83,2022-11-13,2022-12-18
CMP00269,Spring Webinar Grow 2026 #269,Webinar,3184.65,3011.36,87979,13543,3916,1117,437465.85,2024-11-05,2024-12-09
CMP00270,Q2 Email Drive 2026 #270,Email,3340.01,2749.61,168944,4211,447,54,17218.45,2024-12-10,2025-01-28
CMP00271,Q3 LinkedIn Grow 2023 #271,LinkedIn,43887.44,28754.44,281598,2129,346,26,369.44,2022-09-02,2022-10-03
CMP00272,Spring Events Maximize 2024 #272,Events,69641.26,63988.35,24488,6100,1641,275,5671.73,2025-12-11,2026-01-02
CMP00273,Summer Events Boost 2026 #273,Events,162724.35,115613.86,239066,35167,12084,4488,32553.25,2024-01-14,2024-01-26
CMP00274,Launch Referral Grow 2025 #274,Referral,9883.51,7992.89,176368,22040,5400,907,64313.86,2024-05-25,2024-07-19
CMP00275,Q2 Webinar Convert 2024 #275,Webinar,8887.17,5501.47,10859,1141,391,41,4059.6,2025-11-28,2026-02-16
CMP00276,Re-engagement LinkedIn Accelerate 2023 #276,LinkedIn,34483.75,27755.43,224292,1671,288,16,720.26,2024-08-19,2024-10-22
CMP00277,Q2 Google Ads Scale 2023 #277,Google Ads,19480.38,14945.46,274457,9445,2168,181,6677.39,2023-11-07,2024-01-25
CMP00278,Q3 Referral Grow 2026 #278,Referral,7088.0,4616.72,217384,15413,3563,1136,320450.54,2024-09-10,2024-11-17
CMP00279,Spring Google Ads Maximize 2025 #279,Google Ads,55972.2,39341.02,206388,6938,2310,282,2685.45,2025-01-07,2025-02-27
CMP00280,Winter LinkedIn Accelerate 2024 #280,LinkedIn,43223.37,34398.13,46780,360,85,4,-23.63,2025-11-12,2026-02-05
CMP00281,Awareness Email Boost 2024 #281,Email,6534.2,4712.66,305867,7349,2405,325,78291.43,2022-03-22,2022-04-11
CMP00282,Re-engagement LinkedIn Maximize 2026 #282,LinkedIn,47255.91,35112.64,95277,918,168,16,141.03,2022-08-05,2022-10-28
CMP00283,Fall Referral Drive 2024 #283,Referral,5745.94,5339.83,392029,48163,9120,1749,178572.28,2022-07-20,2022-10-07
CMP00284,Winter Webinar Boost 2026 #284,Webinar,4396.75,4261.25,269801,51543,7460,1832,160066.56,2024-04-27,2024-07-05
CMP00285,Launch Google Ads Engage 2025 #285,Google Ads,38250.08,26401.98,105980,3021,647,52,1991.03,2023-10-08,2023-12-29
CMP00286,Q2 Organic Grow 2023 #286,Organic,3255.59,2318.6,116668,5507,2005,184,87578.94,2024-07-26,2024-08-30
CMP00287,Spring Events Accelerate 2025 #287,Events,164152.21,150804.2,494320,116981,34466,8127,41099.58,2024-10-11,2025-01-04
CMP00288,Fall LinkedIn Scale 2024 #288,LinkedIn,19650.89,13953.33,44520,417,124,10,904.54,2022-04-18,2022-05-31
CMP00289,Q3 Email Grow 2023 #289,Email,2566.14,1887.24,371006,7356,2526,249,93228.47,2024-05-04,2024-06-11
CMP00290,Q1 Referral Boost 2024 #290,Referral,8784.1,7854.11,207644,19087,5988,1960,273177.88,2023-08-03,2023-10-03
CMP00291,Retargeting Google Ads Convert 2023 #291,Google Ads,82467.43,64605.71,408821,12968,4879,436,6963.38,2023-08-07,2023-09-29
CMP00292,Q3 Webinar Accelerate 2023 #292,Webinar,13334.81,11964.05,208853,25934,7755,2009,147016.23,2025-11-04,2025-12-08
CMP00293,Summer Organic Engage 2026 #293,Organic,1559.93,1095.62,146088,9371,1750,198,160683.5,2025-06-30,2025-07-16
CMP00294,Q1 Email Grow 2026 #294,Email,4032.34,3947.08,312205,8719,1561,175,45904.43,2023-09-02,2023-10-15
CMP00295,Re-engagement Referral Maximize 2023 #295,Referral,9844.76,9403.82,453468,38986,12043,3839,540404.18,2025-08-20,2025-11-13
CMP00296,Q4 Events Boost 2023 #296,Events,115381.48,168556.28,160678,37941,12552,5443,20369.12,2023-04-24,2023-06-27
CMP00297,ABM Webinar Convert 2023 #297,Webinar,18456.82,11968.68,115075,21619,3156,498,22190.74,2024-01-09,2024-04-07
CMP00298,Retargeting Organic Accelerate 2025 #298,Organic,2433.43,1906.91,286164,21269,4091,434,253367.24,2022-06-05,2022-08-02
CMP00299,Retargeting Email Maximize 2025 #299,Email,9614.76,6791.54,134050,2925,697,57,3323.41,2025-01-21,2025-04-18
CMP00300,Awareness Google Ads Scale 2024 #300,Google Ads,93777.62,63299.64,471853,16304,1761,133,1081.9,2024-06-30,2024-08-31
CMP00301,Spring Webinar Convert 2024 #301,Webinar,7077.12,4529.46,172704,31141,10697,2244,496417.39,2023-04-09,2023-07-06
CMP00302,Launch Google Ads Grow 2024 #302,Google Ads,34905.41,33349.37,80720,3441,1067,100,2359.27,2025-10-31,2025-12-07
CMP00303,Fall Google Ads Boost 2025 #303,Google Ads,88353.25,78034.23,350393,12508,4998,457,4027.67,2022-09-14,2022-11-13
CMP00304,Fall Referral Grow 2023 #304,Referral,7191.72,4962.22,224471,26039,7942,2807,265165.56,2024-02-10,2024-04-09
CMP00305,Winter Organic Boost 2024 #305,Organic,2751.71,1930.71,141952,6279,957,123,60462.8,2025-03-27,2025-05-27
CMP00306,Summer Google Ads Boost 2026 #306,Google Ads,72317.12,57392.92,16900,768,86,4,-38.41,2025-05-08,2027-12-25
CMP00307,Re-engagement Organic Grow 2024 #307,Organic,3751.35,3141.71,8988,442,147,20,8214.16,2023-03-11,2023-04-05
CMP00308,Awareness Events Maximize 2023 #308,Events,96357.59,66457.49,473369,121044,12201,2978,60677.93,2025-12-20,2026-01-13
CMP00309,Q2 LinkedIn Drive 2023 #309,LinkedIn,7622.13,5412.86,25396,147,43,3,117.41,2024-05-14,2024-05-23
CMP00310,Summer Email Scale 2024 #310,Email,8655.07,6924.68,82500,1659,218,22,1703.18,2022-10-23,2022-12-03
CMP00311,Summer Webinar Engage 2024 #311,Webinar,18686.71,16364.52,478476,70993,13116,1515,83948.52,2024-10-21,2024-11-18
CMP00312,ABM Email Accelerate 2026 #312,Email,2112.49,2033.5,48425,953,122,21,9530.47,2022-04-22,2022-06-07
CMP00313,Q4 Organic Maximize 2025 #313,Organic,1110.06,1006.41,69311,4123,1509,256,223255.18,2022-07-31,2022-09-25
CMP00314,Re-engagement Organic Boost 2025 #314,Organic,2410.25,1985.7,474104,28573,9669,1495,800206.23,2024-10-09,2024-11-28
CMP00315,ABM LinkedIn Scale 2025 #315,LinkedIn,34108.5,21436.37,294759,2843,600,38,708.49,2022-03-04,2022-04-18
CMP00316,Fall Google Ads Boost 2023 #316,Google Ads,-35772.76,31961.06,33148,827,150,18,667.44,2022-11-06,2022-12-18
CMP00317,Q2 Organic Convert 2026 #317,Organic,2905.4,2021.34,133843,8465,1034,166,67863.32,2024-04-15,2024-07-13
CMP00318,Retargeting Google Ads Boost 2025 #318,Google Ads,18900.63,16688.18,129305,4296,530,36,2097.71,2025-09-11,2025-10-15
CMP00319,Nurture Email Drive 2025 #319,Email,3783.34,2802.18,492575,10995,3232,282,,2022-11-08,2023-01-15
CMP00320,Spring LinkedIn Boost 2024 #320,LinkedIn,27929.82,25089.84,447365,4492,1014,89,2987.63,2025-01-21,2025-02-13
CMP00321,Winter Google Ads Convert 2023 #321,Google Ads,13073.49,9153.89,15287,682,218,23,3623.52,2024-12-30,2025-01-29
CMP00322,Retargeting Google Ads Convert 2025 #322,Google Ads,89919.23,83433.06,239109,10668,2594,187,1539.07,2023-10-10,2023-10-31
CMP00323,Fall Events Drive 2023 #323,Events,134807.48,111623.46,133614,25944,4043,1001,9822.33,2022-04-07,2022-05-26
CMP00324,ABM Organic Maximize 2023 #324,Organic,3274.14,2842.72,10587,708,280,60,21085.18,2023-07-07,2023-09-09
CMP00325,Q2 Google Ads Engage 2025 #325,Google Ads,82795.61,58818.73,369604,15670,3613,512,8199.84,2023-08-16,2023-10-14
CMP00326,Winter LinkedIn Grow 2024 #326,LinkedIn,11813.17,11422.16,366348,3039,875,74,8687.77,2024-01-12,2024-03-28
CMP00327,Winter Events Grow 2026 #327,Events,136414.14,110141.7,423080,74168,21948,9865,57526.76,2024-05-27,2024-08-05
CMP00328,ABM LinkedIn Accelerate 2026 #328,LinkedIn,45753.9,28684.4,117474,949,243,14,525.76,2023-08-22,2023-10-06
CMP00329,Nurture Referral Accelerate 2026 #329,Referral,7490.37,6577.21,431590,34104,6351,1795,339173.47,2023-02-02,2023-03-20
CMP00330,Re-engagement Events Convert 2025 #330,Events,119852.86,98254.48,306795,58801,16739,3964,29544.81,2025-02-18,2025-05-01
CMP00331,ABM Webinar Grow 2024 #331,Webinar,8591.08,7049.24,161283,18615,4454,795,78960.79,2023-11-13,2023-12-27
CMP00332,Retargeting Organic Maximize 2023 #332,Organic,2035.07,1793.75,197210,8963,3558,418,292642.02,2022-08-18,2022-09-08
CMP00333,Q4 Google Ads Accelerate 2026 #333,Google Ads,53640.44,38541.97,170751,6383,2077,180,4569.43,2024-04-23,2024-05-27
CMP00334,Q1 Referral Scale 2025 #334,Referral,2337.17,2255.66,334671,32964,11769,1614,1060333.97,2025-10-15,2025-12-08
CMP00335,Q4 Referral Drive 2026 #335,Referral,4152.88,3441.18,315123,33688,4366,589,,2025-05-14,2025-05-24
CMP00336,Q1 Events Engage 2025 #336,Events,186285.83,157167.26,121411,17089,2549,1078,7645.83,2022-09-21,2022-11-23
CMP00337,Spring Referral Boost 2024 #337,Referral,-1454.13,1171.33,389915,42975,14518,1979,1255270.21,2022-12-21,2023-02-13
CMP00338,Summer LinkedIn Drive 2024 #338,LinkedIn,48978.14,41901.81,453002,4704,855,90,1536.71,2024-11-02,2025-01-07
CMP00339,Nurture Webinar Boost 2025 #339,Webinar,23510.97,15250.3,117454,16141,2127,544,32498.76,2024-02-06,2024-04-03
CMP00340,Re-engagement Organic Maximize 2024 #340,Organic,3814.76,3705.32,126367,7267,2080,349,47683.43,2022-04-22,2027-02-21
CMP00341,Winter LinkedIn Convert 2026 #341,LinkedIn,5547.56,4226.48,206722,1201,263,26,6126.66,2023-06-08,2023-07-10
CMP00342,ABM LinkedIn Scale 2024 #342,LinkedIn,9615.01,6455.69,87163,507,196,9,425.35,2025-11-28,2025-12-24
CMP00343,Awareness Webinar Maximize 2025 #343,Webinar,4127.93,3946.62,187173,29286,9192,2279,389232.2,2023-10-02,2023-11-11
CMP00344,Retargeting Email Maximize 2026 #344,Email,4248.32,3463.55,479561,10344,3274,554,183908.76,2022-10-04,2022-12-27
CMP00345,Q3 Referral Accelerate 2025 #345,Referral,8480.1,6829.39,306138,31681,9337,1640,140028.56,2022-05-03,2022-07-28
CMP00346,Q2 LinkedIn Accelerate 2023 #346,LinkedIn,39177.84,28083.61,41219,303,116,6,-23.98,2025-04-22,2025-05-22
CMP00347,Winter Organic Accelerate 2023 #347,Organic,3087.78,2138.86,439970,24106,5907,917,619329.49,2024-07-28,2024-09-01
CMP00348,ABM Events Maximize 2025 #348,Events,52802.68,34490.41,346886,53692,10155,4162,73154.14,2025-04-15,2025-06-02
CMP00349,Q1 LinkedIn Convert 2025 #349,LinkedIn,-30375.87,19590.24,394149,2471,429,48,2192.92,2025-07-03,2025-07-31
CMP00350,Summer Events Boost 2023 #350,Events,41651.7,37389.07,275254,59856,16671,7026,139529.66,2023-10-01,2023-12-21
CMP00351,Winter Referral Convert 2024 #351,Referral,7834.83,5676.67,483656,60096,7811,1574,320553.66,2024-10-02,2028-07-02
CMP00352,Retargeting Email Scale 2026 #352,Email,7661.83,5311.49,401587,10963,1285,185,30394.1,2023-06-07,2023-08-19
CMP00353,Q3 Events Convert 2023 #353,Events,167683.17,249228.54,20557,4718,1833,811,9464.93,2023-09-22,2023-10-31
CMP00354,Re-engagement LinkedIn Scale 2026 #354,LinkedIn,18800.44,12947.07,257708,1467,239,17,1029.5,2024-08-30,2024-11-08
CMP00355,Re-engagement Email Engage 2025 #355,Email,9861.98,7982.39,388362,8306,2734,283,37967.49,2025-02-09,2025-02-22
CMP00356,Re-engagement Email Accelerate 2023 #356,Email,4589.25,3157.75,450218,14044,3977,418,140609.62,2024-03-12,2024-06-02
CMP00357,Q4 Organic Scale 2026 #357,Organic,4245.32,3319.35,326079,18163,6519,1402,383685.84,2022-11-08,2022-12-20
CMP00358,Spring Referral Accelerate 2026 #358,Referral,-3014.11,2611.36,493971,42924,15299,2587,483566.53,2022-01-14,2022-03-19
CMP00359,Spring Organic Engage 2025 #359,Organic,2991.44,1949.9,103992,6753,1795,213,44278.95,2022-10-23,2023-01-13
CMP00360,Q2 Events Grow 2026 #360,Events,157251.33,117305.15,20735,5099,863,165,,2022-01-07,2022-03-25
CMP00361,Q4 Events Maximize 2024 #361,Events,177402.24,120025.84,427317,96761,19207,3154,25805.76,2023-10-28,2024-01-13
CMP00362,ABM Events Drive 2024 #362,Events,45958.64,37780.1,170503,29791,11636,3913,89002.71,2024-05-16,2024-07-04
CMP00363,Launch Email Grow 2023 #363,Email,3382.63,2061.62,275395,8668,2380,296,43314.09,2023-07-26,2027-12-08
CMP00364,Re-engagement Organic Maximize 2025 #364,Organic,2871.11,2820.32,459677,26166,6440,1420,337304.92,2025-12-08,2026-01-01
CMP00365,Launch Google Ads Scale 2023 #365,Google Ads,69053.34,49355.43,144106,5257,2022,205,2438.91,2022-04-16,2022-05-13
CMP00366,Q2 LinkedIn Convert 2023 #366,LinkedIn,16324.24,15796.43,404729,3807,1522,95,5689.09,2025-11-15,2025-12-26
CMP00367,Re-engagement Referral Boost 2025 #367,Referral,6187.23,5812.47,281149,28385,9201,1570,,2025-03-10,2025-04-21
CMP00368,Q3 Events Drive 2023 #368,Events,64678.81,52597.63,196424,31760,12394,4689,65300.72,2025-09-07,2025-11-05
CMP00369,Q1 Organic Accelerate 2025 #369,Organic,895.69,794.1,120433,7196,2625,332,400869.34,2024-01-19,2024-03-30
CMP00370,Nurture LinkedIn Drive 2026 #370,LinkedIn,47263.28,39316.4,45233,276,47,5,18.74,2023-02-18,2023-04-09
CMP00371,Re-engagement Email Convert 2025 #371,Email,3912.51,2975.35,269726,5932,1345,223,89331.52,2024-11-24,2024-12-15
CMP00372,Awareness Webinar Convert 2025 #372,Webinar,24213.69,14858.65,380560,40122,4466,758,58996.96,2022-08-19,2022-09-14
CMP00373,Summer LinkedIn Drive 2025 #373,LinkedIn,40979.04,36338.89,298612,2565,959,93,1069.87,2024-12-28,2025-02-27
CMP00374,Q3 Webinar Maximize 2024 #374,Webinar,16319.15,10217.68,354114,38703,9375,1902,266222.5,2023-08-21,2023-10-30
CMP00375,Fall Email Engage 2026 #375,Email,10132.66,8603.57,192225,3793,764,93,14187.45,2024-04-02,2024-04-20
CMP00376,Winter Email Engage 2024 #376,Email,14064.71,9335.17,58978,1772,337,30,1701.88,2023-05-01,2023-06-21
CMP00377,Q1 Organic Scale 2026 #377,Organic,855.53,652.61,95767,4437,1200,222,308936.38,2022-07-25,2022-09-25
CMP00378,Q4 Google Ads Convert 2023 #378,Google Ads,93203.23,66067.29,458303,19661,3207,451,9768.14,2022-04-10,2022-06-10
CMP00379,Q2 LinkedIn Convert 2025 #379,LinkedIn,40470.63,31050.2,339514,3140,1098,66,2712.01,2023-05-11,2023-06-04
CMP00380,ABM Google Ads Scale 2023 #380,Google Ads,75042.68,45660.07,240959,7270,1257,182,3990.77,2023-04-17,2023-06-11
CMP00381,Re-engagement Referral Scale 2025 #381,Referral,2109.42,1735.94,196400,17355,4766,1643,1380895.47,2022-03-07,2022-04-16
CMP00382,Q2 Google Ads Maximize 2025 #382,Google Ads,18325.76,17495.93,235262,6215,2163,147,8476.87,2022-05-07,2022-07-27
CMP00383,Nurture Email Grow 2025 #383,Email,8629.9,6049.01,158938,3107,929,166,27249.42,2022-05-19,2022-08-08
CMP00384,Launch Referral Grow 2026 #384,Referral,6667.0,5892.14,479392,44604,16055,2410,313824.63,2022-08-17,2022-10-14
CMP00385,Nurture LinkedIn Convert 2026 #385,LinkedIn,46152.02,36241.71,240826,2303,845,64,1030.7,2025-11-15,2026-01-22
CMP00386,Nurture Organic Convert 2025 #386,Organic,3719.44,3678.99,129377,5771,854,89,33798.33,2025-02-06,2027-01-25
CMP00387,Spring LinkedIn Accelerate 2024 #387,LinkedIn,37863.03,23928.37,422184,3948,767,69,3581.61,2025-10-24,2025-12-15
CMP00388,Retargeting Email Boost 2026 #388,Email,-3796.45,3181.44,305264,8623,1032,126,37178.57,2022-06-18,2022-07-10
CMP00389,Fall Webinar Accelerate 2024 #389,Webinar,20294.52,17800.1,404867,65600,15385,3518,94564.71,2023-12-31,2024-01-15
CMP00390,Q4 Webinar Engage 2023 #390,Webinar,9519.43,6752.23,219427,37093,14212,3111,309488.01,2023-12-27,2024-01-31
CMP00391,Q2 Events Boost 2024 #391,Events,157489.63,134602.57,138075,26468,10149,1989,8216.85,2023-10-05,2023-10-31
CMP00392,Q4 Events Accelerate 2026 #392,Events,165030.0,127924.53,318886,48115,14707,2295,10876.07,2023-07-23,2023-10-17
CMP00393,Q1 Webinar Grow 2025 #393,Webinar,21960.42,19652.91,15116,1797,301,33,528.81,2025-11-11,2025-12-09
CMP00394,Winter Organic Boost 2026 #394,Organic,3291.97,2382.27,249874,15569,5205,995,590267.69,2022-08-26,2022-11-24
CMP00395,Nurture Webinar Drive 2024 #395,Webinar,22749.19,17867.09,14753,2242,821,244,12709.69,2023-01-15,2023-03-09
CMP00396,Winter Events Grow 2026 #396,Events,144451.99,115586.35,47952,12266,2248,408,2127.9,2025-10-02,2025-10-25
CMP00397,Spring Referral Scale 2026 #397,Referral,7145.77,5012.03,439914,33855,8810,2602,398120.09,2022-11-03,2022-12-22
CMP00398,Q2 LinkedIn Scale 2025 #398,LinkedIn,23400.51,15023.7,185434,1507,447,42,2043.85,2024-12-08,2025-02-05
CMP00399,Q4 Organic Scale 2024 #399,Organic,656.25,475.66,50099,3159,922,112,272988.41,2023-10-08,2023-12-21
CMP00400,Q2 Events Grow 2023 #400,Events,169134.86,130300.6,394013,91837,18986,7309,47539.59,2025-04-27,2025-05-04
CMP00401,Fall Webinar Boost 2023 #401,Webinar,20851.56,16925.71,257628,43451,7480,1834,127584.18,2022-07-27,2022-09-14
CMP00402,Q4 LinkedIn Drive 2024 #402,LinkedIn,28673.43,18453.19,270195,2594,881,48,1901.81,2024-04-11,2024-07-06
CMP00403,Awareness Referral Boost 2023 #403,Referral,2463.24,2076.29,96914,7118,1963,538,227461.44,2024-02-10,2024-04-12
CMP00404,Q3 Google Ads Scale 2023 #404,Google Ads,40186.71,34642.57,310091,11538,3380,173,6047.7,2022-09-15,2028-05-08
CMP00405,Q2 Events Drive 2026 #405,Events,92850.39,79277.13,191624,29620,3126,1349,22948.18,2023-12-16,2024-03-03
CMP00406,Q3 Webinar Scale 2024 #406,Webinar,14715.07,13209.77,462353,69314,26019,7520,662880.02,2024-08-01,2024-10-12
CMP00407,Nurture LinkedIn Grow 2024 #407,LinkedIn,27271.47,21737.94,308394,2601,755,72,925.69,2024-04-22,2024-07-02
CMP00408,Spring Webinar Maximize 2023 #408,Webinar,24630.27,18250.29,327319,45098,6168,1000,75910.42,2025-07-09,2025-08-13
CMP00409,Q2 Email Grow 2026 #409,Email,13816.63,12510.56,44064,941,165,23,941.68,2023-03-28,2023-04-04
