account_id,company_name,industry,company_size,employee_count,annual_revenue,country,state,city,account_status,account_owner,customer_since,last_activity
ACC000593,Jacobs-Williams,Education,Mid Market,408,73304253.0,Canada,Ontario,Toronto,Active,Arjun Verma,2023-07-22,2024-10-22
ACC000594,Caldwell-Forbes,Energy,Small Business,133,31319458.0,Canada,Ontario,Vancouver,Active,Sarah Johnson,2024-12-30,2026-02-03
ACC000595,Jefferson-Jones,Education,Startup,41,4015287.0,Canada,Ontario,Toronto,Active,Sneha Reddy,2024-02-05,2025-07-01
ACC000596,Watkins Group,Education,Mid Market,368,447174830.0,UK,Scotland,London,Active,John Miller,2022-09-16,2025-10-21
ACC000597,Baldwin-Smith,Retail,Small Business,118,22696256.0,UK,Scotland,Edinburgh,Active,Sarah Johnson,2021-09-27,2024-04-08
ACC000598,"Matthews, Perez and Hughes",Education,Enterprise,3079,8361531767.0,Germany,Berlin,Munich,Active,Sneha Reddy,2024-09-25,2024-10-13
ACC000599,Mccarthy-Myers,Energy,Mid Market,710,51728144.0,Germany,Bavaria,Munich,Active,Meera Nair,2024-05-27,2025-09-20
ACC000600,Alvarado-Hill,Energy,Startup,42,2386776.0,USA,New York,San Francisco,Active,Meera Nair,2021-10-17,2025-07-01
ACC000601,Sims-Johnston,Healthcare,Mid Market,961,118131860.0,Singapore,Singapore,Singapore,Active,Priya Singh,10-25-2024,2025-10-04
ACC000602,Simpson Inc,Finance,Small Business,219,11372664.0,Germany,Bavaria,Munich,Active,Sarah Johnson,2024-02-14,2026-05-23
ACC000603,Watson-Jones,Logistics,Enterprise,4770,1185280814.0,Canada,British Columbia,Vancouver,Active,David Wilson,2023-08-18,2026-06-16
ACC000604,Roberson-Moses,IT Services,Mid Market,358,360904453.0,India,Tamil Nadu,Delhi,Active,Sneha Reddy,2024-05-13,2025-05-18
ACC000605,Castro-Vincent,E-Commerce,Mid Market,991,,UK,England,London,Active,Sneha Reddy,2024-06-19,2024-09-05
ACC000606,Ramsey LLC,Energy,Small Business,218,33022846.0,Germany,Berlin,Munich,Active,Priya Singh,2023-11-03,2023-12-15
ACC000607,"Perez, Ramos and Padilla",Retail,Small Business,195,36291963.0,USA,Texas,San Francisco,Active,John Miller,2023-04-02,2024-06-22
ACC000608,Swanson-Johnson,Education,Mid Market,864,489087101.0,Singapore,Singapore,Singapore,Inactive,Priya Singh,2025-01-20,2025-07-30
ACC000609,"Castillo, Johns and Allen",Logistics,Small Business,218,34386319.0,USA,Texas,Miami,Inactive,Sarah Johnson,2024-03-10,2025-10-11
ACC000610,Johnson and Sons,Retail,Small Business,58,35406654.0,Singapore,Singapore,Singapore,Active,Priya Singh,2022-09-25,2025-01-22
ACC000611,Young-Frank,Education,Small Business,202,37030039.0,USA,California,Miami,Active,Sarah Johnson,2024-01-10,2025-09-14
ACC000612,Estes-Owens,Finance,Startup,42,552883.0,India,Kerala,Bengaluru,Active,Meera Nair,2024-05-23,2025-01-16
ACC000613,Scott PLC,Finance,Mid Market,286,333549788.0,Singapore,Singapore,Singapore,Active,Sarah Johnson,07-05-2021,2024-10-09
ACC000614,Dawson PLC,Retail,Startup,23,1371760.0,India,Tamil Nadu,Delhi,Active,Sneha Reddy,2025-06-24,2025-12-16
ACC000615,Morris-Willis,Telecommunications,Small Business,77,6207173.0,USA,,Miami,Active,Rahul Sharma,2024-01-14,2024-05-18
ACC000616,Webb Ltd,Retail,Small Business,179,48577602.0,Singapore,Singapore,Singapore,Active,John Miller,2025-04-04,2026-04-16
ACC000617,Clements and Sons,E-Commerce,Small Business,58,44651210.0,India,Karnataka,Vijayawada,Active,John Miller,2022-04-15,2025-08-01
ACC000618,"Scott, Vasquez and Gibbs",Finance,Mid Market,895,283979546.0,India,Tamil Nadu,Hyderabad,Active,Rahul Sharma,2021-10-03,2023-11-14
ACC000619,Alexander-Horne,Finance,Mid Market,266,80471226.0,USA,California,Austin,Active,John Miller,Feb 22 2023,2023-04-30
ACC000620,Edwards Inc,Education,Small Business,70,34845979.0,UK,Scotland,Edinburgh,Active,Sarah Johnson,2022-05-14,2025-11-24
ACC000621,Hill-Morris,Finance,Enterprise,6334,6339966629.0,Singapore,Singapore,Singapore,Active,John Miller,2023-02-20,2024-01-11
ACC000622,Sullivan-Lee,Telecommunications,Mid Market,257,283968311.0,USA,California,Miami,Active,Rahul Sharma,2025-01-11,2025-09-18
ACC000623,Hale-Mason,Education,Mid Market,315,493562254.0,India,Andhra Pradesh,Hyderabad,Active,Sarah Johnson,2023-04-08,2024-01-22
ACC000624,Collins Inc,Telecommunications,Enterprise,2164,8371495014.0,India,Kerala,Chennai,Active,John Miller,2023-08-21,2025-12-29
ACC000625,"Mcdonald, Mendoza and Washington",Manufacturing,Startup,40,3346414.0,Germany,Bavaria,Munich,Active,Meera Nair,2022-08-14,2023-05-26
ACC000626,"Bradshaw, Cantrell and Hughes",Telecommunications,Small Business,199,,Germany,Berlin,Berlin,Active,Meera Nair,2024-11-12,2026-04-06
ACC000627,Nicholson-Myers,Retail,Small Business,179,9242271.0,Singapore,Singapore,Singapore,Active,Arjun Verma,2024-06-16,2024-10-08
ACC000628,Hunt Inc,Telecommunications,Mid Market,630,,Germany,Berlin,Munich,Active,Sarah Johnson,2023-03-21,2025-12-29
ACC000629,"West, Flores and Higgins",Finance,Mid Market,253,193085667.0,UK,England,Edinburgh,Active,Priya Singh,2023-06-06,2026-02-02
ACC000630,"Harding, Glass and Boyle",Healthcare,Enterprise,9881,2757786690.0,Germany,Berlin,Munich,Active,Priya Singh,2024-08-23,2025-10-01
ACC000631,Leon-Wallace,Energy,Small Business,208,49316040.0,Singapore,Singapore,Singapore,Active,David Wilson,2024-01-18,2026-03-15
ACC000632,"Delgado, Miller and Raymond",Retail,Startup,19,2429184.0,India,Maharashtra,Mumbai,Active,Priya Singh,2024-03-02,2025-06-05
ACC000633,Adkins-Ramos,Energy,Mid Market,871,197072361.0,USA,Texas,Miami,Active,David Wilson,2024-02-11,2026-06-17
ACC000634,Ramsey-Rose,Telecommunications,Enterprise,7035,9010400136.0,UK,Scotland,London,Active,Rahul Sharma,2023-04-29,2026-06-26
ACC000635,Harris-Wright,Telecommunications,Mid Market,405,275670580.0,Singapore,Singapore,Singapore,Active,David Wilson,2023-10-20,2024-04-11
ACC000636,"Mcgee, Brooks and Smith",IT Services,Small Business,131,35122576.0,US,Texas,Miami,Active,Sarah Johnson,2023-06-27,2024-02-20
ACC000637,Smith Group,Education,Enterprise,9673,4936117941.0,Canada,Ontario,Vancouver,Active,Arjun Verma,2023-09-23,2024-04-06
ACC000638,"Montgomery, Collins and Malone",IT Services,Small Business,131,43119876.0,India,Delhi,Hyderabad,Active,Priya Singh,2023-01-02,2025-01-24
ACC000639,"Collins, Baker and Johnson",Logistics,Small Business,198,39942678.0,UK,England,London,Active,David Wilson,2021-08-10,2026-04-04
ACC000640,"Rodriguez, Wiley and Campbell",Retail,Small Business,215,31022301.0,Singapore,Singapore,Singapore,Inactive,Rahul Sharma,2023-06-17,2025-11-30
ACC000641,Lambert-Bauer,Retail,Mid Market,504,386969873.0,Singapore,Singapore,Singapore,Active,Sarah Johnson,2024-01-04,2024-07-23
ACC000642,Lamb-Moreno,Retail,Enterprise,3627,9935444482.0,UK,England,London,Active,John Miller,2023-05-01,2026-03-26
ACC000643,"Long, Jones and Gomez",Energy,Enterprise,6693,6188486309.0,USA,Florida,San Francisco,Active,Rahul Sharma,2024-03-06,2025-01-10
ACC000644,Allen-Jones,Healthcare,Mid Market,412,195407765.0,India,Telangana,Hyderabad,Active,John Miller,2023-09-12,2025-03-15
ACC000645,Liu and Sons,IT Services,Small Business,162,45297341.0,Germany,Berlin,Berlin,Active,Priya Singh,2022-09-22,2026-06-16
ACC000646,Lawrence Group,Energy,Mid Market,894,63387051.0,United States,Singapore,Singapore,Active,David Wilson,2025-05-12,2025-12-29
ACC000647,Anderson-Romero,Manufacturing,Mid Market,865,147951136.0,Canada,British Columbia,Vancouver,Active,Meera Nair,2025-01-06,2026-03-01
ACC000648,Allen-Schwartz,IT Services,Small Business,98,20435536.0,USA,Texas,Austin,Active,Priya Singh,2024-11-05,2025-08-15
ACC000649,Hensley-Sullivan,Finance,Small Business,85,37112914.0,UK,England,Edinburgh,Active,Sneha Reddy,2021-11-29,2022-03-02
ACC000650,Johnson and Sons,Healthcare,Mid Market,513,232245508.0,Singapore,Singapore,Singapore,Active,Arjun Verma,2023-03-07,2026-05-06
ACC000651,Williams Group,Education,Mid Market,544,492561543.0,Germany,Bavaria,Munich,Active,Arjun Verma,2024-06-02,2024-07-18
ACC000652,Davis Group,Energy,Enterprise,2597,8078261536.0,USA,Florida,Miami,Active,David Wilson,04-09-2022,2023-05-11
ACC000653,Sherman-Rodriguez,Energy,Enterprise,5189,2861453533.0,India,Andhra Pradesh,Bengaluru,Active,John Miller,2023-11-11,2024-04-29
ACC000654,Jenkins PLC,Manufacturing,Small Business,130,49073942.0,UK,England,London,Active,Sarah Johnson,2021-12-11,2024-04-30
ACC000655,"Evans, Harrell and Smith",Retail,Small Business,72,29396900.0,UK,England,London,Active,John Miller,2021-09-17,2023-04-30
ACC000656,Williams-Thompson,Logistics,Enterprise,6773,9458668491.0,Germany,Berlin,Munich,Active,Sneha Reddy,2025-04-18,2026-04-07
ACC000657,Gross LLC,Education,Startup,39,4922075.0,Canada,Ontario,Toronto,Active,John Miller,2024-11-27,2024-12-01
ACC000658,Robertson and Sons,Finance,Mid Market,285,363800584.0,UK,Scotland,Edinburgh,Active,Sneha Reddy,2024-09-12,2025-07-03
ACC000659,Sanchez Inc,IT Services,Small Business,213,14657548.0,UK,Scotland,London,Active,Sneha Reddy,2022-07-28,2025-07-08
ACC000660,Cline-Jones,Healthcare,Small Business,193,34264670.0,Singapore,Singapore,Singapore,Active,David Wilson,2023-08-14,2024-01-18
ACC000661,"Barnett, Wagner and Perry",E-Commerce,Mid Market,756,228204849.0,USA,Florida,San Francisco,Active,David Wilson,2023-08-11,2025-04-19
ACC000662,Williams-Duncan,Energy,Small Business,223,7831145.0,U.S.A.,England,London,Active,Sarah Johnson,2023-12-16,2023-12-29
ACC000663,Thompson Ltd,Telecommunications,Mid Market,417,115523103.0,Singapore,Singapore,Singapore,Active,Rahul Sharma,2024-02-07,2025-04-22
ACC000664,Cervantes Inc,Retail,Mid Market,644,185428894.0,UK,England,London,Inactive,Arjun Verma,2022-03-23,2024-10-20
ACC000665,Cortez Group,Telecommunications,Mid Market,991,448709685.0,U.S.A.,California,San Francisco,Inactive,Arjun Verma,2022-07-01,2022-11-07
ACC000666,Jacobs-Smith,Education,Small Business,213,29313013.0,Germany,Berlin,Berlin,Active,Rahul Sharma,2025-02-24,2025-10-12
ACC000667,Burch-Burke,Retail,Mid Market,396,237010553.0,UK,,Edinburgh,Active,Sneha Reddy,2023-07-08,2024-01-27
ACC000668,Lynch Ltd,Retail,Small Business,169,47774080.0,Canada,British Columbia,Vancouver,Inactive,Rahul Sharma,2023-02-20,2026-06-15
ACC000669,Andrews-Archer,E-Commerce,Small Business,230,42020054.0,USA,California,Austin,Inactive,Sarah Johnson,2023-07-13,2024-12-26
ACC000670,"Valentine, Parker and Rivera",E-Commerce,Mid Market,573,86927659.0,USA,New York,New York,Active,Arjun Verma,2021-08-24,2024-12-20
ACC000671,"Petty, Lopez and Walker",Logistics,Small Business,232,13568818.0,India,Andhra Pradesh,Kochi,Active,Meera Nair,2025-06-08,2025-08-21
ACC000672,Jones-Schwartz,Finance,Startup,11,4713981.0,India,Karnataka,Vijayawada,Active,Sneha Reddy,2025-04-07,2026-05-16
ACC000673,"Neal, Morgan and Lamb",Logistics,Small Business,195,23249468.0,Canada,British Columbia,Vancouver,Active,Meera Nair,2023-03-26,2024-10-27
ACC000674,Solomon-Sutton,Finance,Mid Market,863,128163529.0,Canada,British Columbia,Toronto,Active,Priya Singh,2024-06-01,2025-02-13
ACC000675,"Robinson, Smith and Scott",Finance,Small Business,244,6986454.0,Singapore,Singapore,Singapore,Active,David Wilson,2022-07-06,2026-02-21
ACC000676,"Freeman, Walker and Brown",Retail,Mid Market,466,251942652.0,India,Tamil Nadu,Bengaluru,Active,John Miller,2021-08-25,2026-02-06
ACC000677,Mcclure PLC,Telecommunications,Small Business,241,22970078.0,Singapore,Singapore,Singapore,Inactive,Meera Nair,2024-06-08,2026-05-12
ACC000678,"Gonzalez, Ferguson and Graves",Energy,Startup,32,1319548.0,UK,England,Edinburgh,Active,David Wilson,2023-03-30,2025-12-30
ACC000679,Bishop-Brandt,Telecommunications,Enterprise,9874,1570318671.0,India,Delhi,Kochi,Inactive,John Miller,2022-04-16,2025-03-03
ACC000680,Bush Group,Healthcare,Mid Market,356,255111495.0,Singapore,Singapore,Singapore,Active,Rahul Sharma,2025-04-01,2026-02-16
ACC000681,Mendez LLC,Education,Startup,47,1086890.0,USA,Florida,San Francisco,Inactive,Rahul Sharma,2023-08-19,2024-02-08
ACC000682,Booker-Schneider,E-Commerce,Mid Market,628,172376384.0,UK,England,London,Active,Sneha Reddy,2025-01-02,2025-11-02
ACC000683,Levine Inc,Retail,Startup,20,832049.0,UK,Scotland,Edinburgh,Active,Arjun Verma,2023-01-31,2024-12-27
ACC000684,Davidson-Smith,E-Commerce,Small Business,205,28312740.0,USA,Texas,Miami,Active,David Wilson,2023-03-26,2024-06-12
ACC000685,"Medina, Townsend and Davenport",Logistics,Small Business,224,11823987.0,Singapore,Singapore,Singapore,Active,David Wilson,2023-01-18,2026-05-22
ACC000686,Smith and Sons,Telecommunications,Startup,42,875382.0,USA,California,Austin,Active,Sarah Johnson,2021-08-22,2022-04-30
ACC000687,Smith PLC,Telecommunications,Small Business,240,36063648.0,UK,England,London,Active,Priya Singh,2024-08-24,2025-03-25
ACC000688,"Parsons, Martinez and White",Education,Enterprise,6785,9129924692.0,India,Kerala,Chennai,Active,David Wilson,2021-09-08,2026-02-12
ACC000689,"Henson, Jones and Erickson",Logistics,Startup,36,3327254.0,USA,New York,Miami,Active,Meera Nair,2021-09-01,2022-04-01
ACC000690,Brown-Lee,Retail,Small Business,72,19018039.0,USA,Florida,Miami,Active,John Miller,2021-09-20,2026-05-21
ACC000691,"Barton, Harrison and Johnson",Energy,Mid Market,485,375999538.0,USA,Texas,Austin,Active,Sneha Reddy,2024-02-26,2025-03-20
ACC000692,Manning-Mendoza,Healthcare,Mid Market,750,209128539.0,USA,Texas,New York,Active,Meera Nair,2025-01-26,2025-09-26
ACC000693,Miller and Sons,Healthcare,Small Business,147,18142569.0,UK,England,Edinburgh,Active,Meera Nair,2024-02-08,2025-04-12
ACC000694,"Oliver, Wilson and Spence",Logistics,Mid Market,852,181271558.0,USA,Florida,Austin,Active,Meera Nair,2022-06-22,2026-05-23
ACC000695,"Peterson, Hernandez and Waters",Logistics,Mid Market,983,324924140.0,UK,Scotland,Edinburgh,Active,Sneha Reddy,2023-11-20,2024-12-29
ACC000696,"Richards, Lawson and Navarro",IT Services,Small Business,239,43455385.0,Singapore,Singapore,Singapore,Active,Sarah Johnson,2022-04-26,2024-11-11
ACC000697,Hernandez-Schultz,IT Services,Startup,25,3969305.0,India,Kerala,Kochi,Active,Priya Singh,2023-09-27,2024-05-21
ACC000698,Smith-Gonzalez,IT Services,Enterprise,8553,7730874910.0,USA,California,San Francisco,Active,Arjun Verma,2024-12-02,2025-12-21
ACC000699,"Bryant, Stephens and Lopez",Logistics,Mid Market,722,206478145.0,India,Karnataka,Hyderabad,Active,David Wilson,2022-06-29,2026-07-03
ACC000700,Thompson-Wilkins,Education,Mid Market,472,439278967.0,India,Kerala,Mumbai,Active,Arjun Verma,2023-01-28,2023-09-25
ACC000701,Powers and Sons,Manufacturing,Enterprise,3795,2890583838.0,UK,Scotland,Edinburgh,Active,Sarah Johnson,2024-12-02,2026-02-10
ACC000702,Khan-Eaton,Retail,Small Business,173,43848698.0,USA,California,Miami,Active,Sarah Johnson,2023-03-20,2025-09-22
ACC000703,Schmidt PLC,Healthcare,Small Business,225,10621720.0,India,Kerala,Kochi,Active,Arjun Verma,2025-05-14,2026-03-13
ACC000704,Duncan LLC,Energy,Small Business,207,,USA,Florida,Austin,Active,John Miller,2022-03-24,2025-08-08
ACC000705,Davis-Bailey,IT Services,Mid Market,858,160065033.0,UK,Scotland,London,Active,David Wilson,2022-09-01,2023-09-24
ACC000706,Duncan Ltd,Energy,Small Business,96,9894566.0,UK,Scotland,Edinburgh,Active,Sarah Johnson,2022-11-24,2025-04-23
ACC000707,Byrd-Frey,Manufacturing,Mid Market,433,182025279.0,Germany,Bavaria,Berlin,Active,Meera Nair,2022-05-03,2022-12-23
ACC000708,"Montgomery, Oliver and Adams",IT Services,Startup,30,1476245.0,UK,England,Edinburgh,Active,David Wilson,2023-02-07,2023-11-08
ACC000709,Jenkins Inc,Retail,Startup,39,999130.0,India,Tamil Nadu,Kochi,Active,David Wilson,2022-02-19,2024-08-04
ACC000710,Day-Grant,Education,Mid Market,960,349989801.0,USA,California,Miami,Active,Sneha Reddy,2021-10-07,2023-06-20
ACC000711,Pham LLC,Retail,Startup,48,1042222.0,Germany,Bavaria,Berlin,Active,David Wilson,2022-01-04,2022-10-20
ACC000712,"Richard, Nelson and Smith",Manufacturing,Small Business,197,17676096.0,USA,England,Edinburgh,Active,Priya Singh,2022-03-21,2026-05-04
ACC000713,Burns-Green,Manufacturing,Startup,19,1351427.0,Canada,Ontario,Toronto,Active,Sarah Johnson,2023-01-25,2026-05-28
ACC000714,"Alvarado, Brennan and Flores",E-Commerce,Startup,46,1275549.0,India,Andhra Pradesh,Mumbai,Active,Arjun Verma,2023-08-21,2025-09-28
ACC000715,Davis-Diaz,IT Services,Startup,10,,Singapore,Singapore,Singapore,Active,David Wilson,2021-08-30,2023-02-11
ACC000716,Smith-Anderson,Education,Startup,24,4211544.0,Canada,Ontario,Vancouver,Active,John Miller,2023-05-09,2023-11-15
ACC000717,Cannon-Rice,Retail,Mid Market,592,72284406.0,Singapore,Singapore,Singapore,Inactive,John Miller,2022-03-08,2026-06-24
ACC000718,"Hernandez, Wilson and Jones",Finance,Small Business,223,41845825.0,Singapore,Singapore,Singapore,Active,Arjun Verma,2021-08-21,2026-02-26
ACC000719,"Smith, Williams and Willis",Retail,Mid Market,914,367885172.0,Singapore,Singapore,Singapore,Inactive,Meera Nair,2024-02-08,2024-06-07
ACC000720,"Adams, King and Wolf",Healthcare,Small Business,106,13007568.0,Singapore,Singapore,Singapore,Active,Rahul Sharma,2024-09-13,2025-05-06
ACC000721,"Pham, Carter and Dawson",Finance,Small Business,77,25880259.0,USA,Texas,New York,Active,David Wilson,2024-04-16,2026-04-06
ACC000722,Garrett Inc,Energy,Small Business,89,49166794.0,Germany,Berlin,Berlin,Active,Arjun Verma,2023-08-01,2024-05-21
ACC000723,Cox PLC,Logistics,Enterprise,1792,2286545869.0,Canada,British Columbia,Toronto,Active,Priya Singh,2024-12-04,2025-11-19
ACC000724,"Green, Clark and Gross",Retail,Small Business,166,41281537.0,Canada,British Columbia,Toronto,Active,Priya Singh,2025-07-04,2026-03-29
ACC000725,Weeks-Fernandez,Education,Enterprise,4175,5141946493.0,Germany,Berlin,Berlin,Active,Meera Nair,2024-07-05,2025-08-01
ACC000726,Bell Inc,Finance,Mid Market,905,88490083.0,Singapore,Singapore,Singapore,Active,John Miller,2024-02-04,2024-12-27
ACC000727,"Hernandez, Mckee and Hill",E-Commerce,Small Business,128,12422999.0,Singapore,Singapore,Singapore,Active,John Miller,2024-08-31,2024-11-25
ACC000728,Miles PLC,Telecommunications,Small Business,195,23971244.0,Singapore,Singapore,Singapore,Active,Sneha Reddy,2022-12-17,2026-06-14
ACC000729,Rodriguez PLC,Finance,Small Business,239,43027156.0,Singapore,Singapore,Singapore,Inactive,Priya Singh,2023-12-16,2025-06-11
ACC000730,"Harrington, Conley and Huber",Healthcare,Small Business,246,22394013.0,UK,Scotland,London,Active,Meera Nair,2023-04-10,2023-10-10
ACC000731,"Glenn, Smith and Mccarthy",Manufacturing,Mid Market,585,356322126.0,Germany,Berlin,Munich,Active,Sneha Reddy,2021-10-15,2022-12-03
ACC000732,"Villarreal, Moran and Jensen",Healthcare,Mid Market,583,375839124.0,UK,Scotland,London,Active,John Miller,2022-12-18,2023-03-03
ACC000733,"Baker, Bennett and Steele",Education,Mid Market,706,161649802.0,Canada,Ontario,Toronto,Active,Priya Singh,2024-11-21,2024-12-27
ACC000734,"Ramos, Mills and Alexander",Education,Enterprise,8388,,India,Telangana,Kochi,Active,Rahul Sharma,2022-06-26,2024-02-20
ACC000735,Jones-Austin,Retail,Small Business,115,17668743.0,UK,Scotland,London,Active,John Miller,2023-12-12,2024-10-16
ACC000736,Grant-Russell,Finance,Startup,30,819207.0,India,Andhra Pradesh,Kochi,Active,John Miller,Dec 05 2022,2025-01-28
ACC000737,Griffin and Sons,Education,Small Business,163,25520525.0,Singapore,Singapore,Singapore,Inactive,Sneha Reddy,2023-03-14,2024-01-14
ACC000738,"Chandler, Cook and Ho",Healthcare,Small Business,152,36239286.0,USA,California,New York,Active,Priya Singh,2023-07-03,2023-08-19
ACC000739,Lutz LLC,Energy,Mid Market,543,323225282.0,USA,Florida,Miami,Active,Arjun Verma,2023-08-18,2023-09-26
ACC000740,Brown and Sons,Finance,Mid Market,796,335599592.0,India,Karnataka,Hyderabad,Active,Arjun Verma,2022-05-16,2024-03-08
ACC000741,Chambers PLC,Energy,Small Business,172,47305060.0,U.S.A.,England,London,Inactive,David Wilson,2021-07-18,2023-05-31
ACC000742,"Walker, Jackson and Phillips",Finance,Mid Market,944,456750174.0,US,Scotland,London,Active,Meera Nair,2021-12-13,2025-11-08
ACC000743,"Griffith, Sanchez and Jenkins",Education,Enterprise,1826,9906874749.0,U.S.A.,Ontario,Vancouver,Inactive,Sarah Johnson,2025-06-13,2026-05-10
ACC000744,"Torres, Rivera and Moreno",Telecommunications,Mid Market,847,240314261.0,US,Andhra Pradesh,Vijayawada,Active,Priya Singh,Dec 12 2022,2026-03-15
ACC000745,Donaldson LLC,Finance,Startup,29,3416126.0,India,Delhi,Mumbai,Active,Sneha Reddy,2022-04-17,2024-06-01
ACC000746,Martinez-Martinez,Healthcare,Startup,50,,Canada,Ontario,Vancouver,Active,Rahul Sharma,2023-02-09,2023-10-28
ACC000747,Jackson-Morgan,IT Services,Enterprise,4685,1557108055.0,US,British Columbia,Vancouver,Active,Arjun Verma,2022-02-25,2023-10-10
ACC000748,"Reynolds, Silva and Carpenter",E-Commerce,Startup,46,-1215057.0,UK,Scotland,London,Active,Priya Singh,2024-11-24,2026-02-14
ACC000749,Singh-Johnson,Logistics,Enterprise,4128,7960075007.0,Germany,Berlin,Munich,Active,Sarah Johnson,2023-09-09,2025-06-03
ACC000750,Davis-Sanchez,IT Services,Enterprise,7348,1705201793.0,Canada,Ontario,Toronto,Active,Sneha Reddy,2022-03-02,2023-10-19
ACC000751,Swanson Group,Retail,Small Business,83,10508051.0,Canada,British Columbia,Toronto,Active,Sneha Reddy,Sep 29 2021,2024-09-10
ACC000752,Vaughn-Peters,Logistics,Small Business,138,28537305.0,USA,Florida,Austin,Active,John Miller,2023-03-03,2026-04-04
ACC000753,Jackson PLC,IT Services,Enterprise,3257,9018470637.0,India,Karnataka,Vijayawada,Active,Arjun Verma,2022-01-07,2025-11-28
ACC000754,Espinoza PLC,Logistics,Mid Market,785,351572037.0,Singapore,Singapore,Singapore,Active,Arjun Verma,2024-08-01,2024-10-10
ACC000755,Jennings-Jones,E-Commerce,Small Business,172,26804868.0,USA,Florida,San Francisco,Active,Sarah Johnson,2024-06-11,2025-05-03
ACC000756,"Peterson, Espinoza and Higgins",Healthcare,Small Business,117,31310315.0,Singapore,Singapore,Singapore,Active,John Miller,2024-12-14,2025-01-23
ACC000757,Mathis-Lucas,E-Commerce,Startup,13,1899039.0,Canada,,Toronto,Active,Sarah Johnson,2025-01-24,2026-03-27
ACC000758,"Fernandez, Crane and Moore",Manufacturing,Mid Market,948,102939576.0,Canada,British Columbia,Toronto,Active,Priya Singh,2023-04-23,2024-08-18
ACC000759,Adams-Lawson,Energy,Enterprise,2565,4726060982.0,Singapore,Singapore,Singapore,Active,Meera Nair,2023-11-10,2025-09-12
ACC000760,"Brown, Jones and Ray",E-Commerce,Small Business,226,39480951.0,Germany,,Berlin,Active,Priya Singh,2024-09-28,2024-12-13
ACC000761,Smith PLC,Manufacturing,Startup,31,4676165.0,Canada,Ontario,Vancouver,Active,David Wilson,2023-06-20,2026-04-13
ACC000762,"Miller, Porter and Bowman",Healthcare,Small Business,169,39237359.0,Germany,Berlin,Munich,Active,John Miller,2021-07-21,2023-05-06
ACC000763,Green-Carrillo,Healthcare,Startup,39,559342.0,Canada,British Columbia,Toronto,Active,Sarah Johnson,2024-08-12,2025-08-13
ACC000764,Norman-Delgado,Manufacturing,Mid Market,519,335878960.0,UK,Scotland,Edinburgh,Active,Rahul Sharma,2022-01-11,2023-12-16
ACC000765,"Osborn, Smith and Thompson",E-Commerce,Mid Market,741,134298511.0,India,Kerala,Hyderabad,Active,Meera Nair,08-10-2023,2023-08-24
ACC000766,Scott Ltd,Healthcare,Mid Market,354,480050360.0,Canada,British Columbia,Vancouver,Active,Sneha Reddy,2021-10-11,2021-12-26
ACC000767,Harvey-Webb,Healthcare,Small Business,245,47373603.0,UK,England,Edinburgh,Active,David Wilson,2023-12-14,2024-11-14
ACC000768,"Chang, Jacobson and Gibson",Retail,Startup,41,1502941.0,UK,Scotland,London,Active,Sneha Reddy,2022-05-09,2023-09-09
ACC000769,Oconnor-Davis,IT Services,Startup,20,678301.0,Canada,British Columbia,Vancouver,Inactive,Arjun Verma,2023-05-15,2024-12-10
ACC000770,Allen Group,Energy,Mid Market,471,58558161.0,India,Tamil Nadu,Mumbai,Active,Meera Nair,2023-05-06,2024-01-05
ACC000771,Lin-Woods,Telecommunications,Startup,13,4228939.0,UK,England,Edinburgh,Active,Sarah Johnson,2024-06-18,2025-03-27
ACC000772,Nunez LLC,E-Commerce,Small Business,99,46380559.0,UK,Scotland,Edinburgh,Inactive,Sarah Johnson,2024-01-24,2024-04-27
ACC000773,Newton-Conrad,Finance,Startup,44,641801.0,Singapore,Singapore,Singapore,Active,Sneha Reddy,2024-02-21,2024-05-30
ACC000774,Sanders Group,Logistics,Small Business,207,42102669.0,Singapore,Singapore,Singapore,Active,Sarah Johnson,2021-09-01,2023-05-22
ACC000775,Ruiz-Horn,Healthcare,Small Business,114,39961397.0,USA,Texas,Austin,Active,Sneha Reddy,2022-03-24,2026-04-10
ACC000776,Williams-Rivers,Logistics,Mid Market,354,293819329.0,UK,Scotland,London,Active,John Miller,2025-04-29,2025-10-25
ACC000777,Hernandez PLC,Logistics,Mid Market,780,335570217.0,UK,England,London,Active,Rahul Sharma,2025-05-20,2026-01-31
ACC000778,Jones-Thomas,Finance,Enterprise,7278,6898931740.0,USA,New York,San Francisco,Inactive,Sneha Reddy,2021-07-20,2024-01-01
ACC000779,"Chan, Henry and Gibson",Healthcare,Startup,39,554502.0,UK,England,London,Active,Meera Nair,2021-08-20,2024-06-15
ACC000780,"Davis, Bishop and Roberts",Manufacturing,Mid Market,866,367207115.0,USA,New York,Miami,Active,Sarah Johnson,2024-09-16,2025-07-01
ACC000781,Carrillo-Rivers,Retail,Small Business,237,44810206.0,Singapore,Singapore,Singapore,Active,Priya Singh,2024-12-12,2025-12-13
ACC000782,Jordan Group,Manufacturing,Enterprise,2512,4611649238.0,Germany,Berlin,Munich,Active,John Miller,2025-03-05,2026-05-13
ACC000783,"Haas, Williams and Howard",IT Services,Enterprise,1661,4782166679.0,Canada,Ontario,Vancouver,Active,Sneha Reddy,2024-09-14,2025-07-03
